PT101,FT101,TT101,Fault_Code
0.67,111.74,25.53,1
0.71,105.5,26.26,1
0.82,102.5,25.3,1
0.75,114.96,27.81,1
0.67,111.82,25.23,1
1.23,116.28,26.47,2
1.22,102.89,27.39,2
1.31,115.26,25.92,2
1.28,119.23,28.59,2
1.38,115.58,25.78,2
1.26,119.57,31.68,2
1.23,106.57,30.71,2
1.26,110.83,27.55,2
1.31,119.72,29.22,2
1.17,106.04,31.19,2
1.3,103.19,27.04,2
1.19,114.71,30.95,2
1.2,114.16,30.22,2
1.23,108.84,26.53,2
1.19,102.17,29.66,2
1.32,113.03,31.39,2
1.33,113.05,25.94,2
1.39,114.06,31.04,2
1.19,116.21,28.7,2
1.18,107.72,25.55,2
1.26,112.05,28.79,2
1.18,108.37,29.21,2
1.28,103.86,29.9,2
1.23,119.86,30.53,2
1.33,101.18,28.21,2
1.17,110.43,25.46,2
1.26,112.04,29.43,2
1.35,109.63,27.89,2
1.19,114.66,31.67,2
1.24,115.09,29.55,2
1.31,110.01,25.69,2
1.37,110.66,26.61,2
1.31,107.19,26.71,2
1.35,101.91,26.05,2
1.39,108.27,25.96,2
1.31,117.23,30.73,2
1.28,119.83,27.73,2
1.31,103.68,29.99,2
1.31,116.32,25.0,2
1.19,104.15,31.55,2
1.39,101.98,25.3,2
1.23,108.19,29.72,2
1.26,106.6,26.02,2
1.34,112.75,29.28,2
1.28,118.69,30.78,2
1.32,118.05,31.86,2
1.29,117.44,31.69,2
1.2,116.55,29.67,2
1.33,113.75,26.51,2
1.25,103.7,26.92,2
1.29,117.63,30.77,2
1.33,103.26,30.98,2
1.36,119.64,30.4,2
1.3,113.78,31.85,2
1.18,117.24,25.92,2
1.4,112.91,29.8,2
1.32,108.73,30.6,2
1.39,101.98,26.17,2
1.16,110.28,27.47,2
1.33,105.28,28.91,2
1.4,112.87,29.75,2
1.19,106.57,31.67,2
1.2,100.22,30.74,2
1.34,118.8,27.22,2
1.18,114.56,25.22,2
1.26,109.89,30.42,2
1.31,118.82,25.02,2
1.32,106.18,28.82,2
1.36,110.96,29.88,2
1.28,112.69,31.47,2
1.2,114.64,27.71,2
1.23,105.09,27.12,2
1.32,119.14,29.31,2
1.21,102.62,25.32,2
1.38,102.65,31.68,2
1.21,109.45,27.62,2
1.4,116.47,31.79,2
1.23,101.72,27.74,2
1.34,119.07,26.03,2
1.25,117.28,27.78,2
1.28,106.45,29.83,2
1.35,101.74,25.55,2
1.39,100.01,26.7,2
1.25,118.21,29.84,2
1.29,118.81,25.08,2
1.39,117.55,26.13,2
1.32,111.56,31.42,2
1.23,106.38,27.21,2
1.25,113.12,26.54,2
1.39,101.91,28.13,2
1.17,106.63,27.5,2
1.23,102.1,28.16,2
1.35,102.71,29.09,2
1.28,101.38,27.29,2
1.33,113.44,28.3,2
1.17,102.68,26.84,2
1.17,114.12,25.68,2
1.29,113.26,30.66,2
1.27,104.5,26.22,2
1.29,105.26,29.87,2
1.38,115.89,26.47,2
1.29,110.79,30.44,2
1.32,102.66,31.58,2
1.23,119.04,31.09,2
1.3,103.08,27.43,2
1.26,104.53,25.69,2
1.33,103.48,29.09,2
1.36,115.48,26.0,2
1.39,114.78,26.12,2
1.27,110.69,28.7,2
1.31,119.38,28.48,2
1.2,107.84,30.35,2
1.36,117.32,29.68,2
1.27,105.37,30.94,2
1.23,100.13,29.62,2
1.22,100.67,26.7,2
1.35,117.64,31.56,2
1.36,103.92,27.04,2
1.16,117.32,27.83,2
1.2,112.79,25.5,2
1.17,115.15,25.2,2
1.17,103.66,27.27,2
1.19,114.15,28.63,2
1.19,110.24,31.55,2
1.39,103.44,31.24,2
1.22,107.08,31.79,2
1.34,101.92,29.0,2
1.22,102.75,31.17,2
1.29,101.6,27.73,2
1.24,119.39,29.31,2
1.18,113.93,30.05,2
1.38,111.34,26.17,2
1.26,104.0,30.47,2
1.22,114.98,30.52,2
1.24,117.11,29.02,2
1.24,103.93,26.6,2
1.18,101.14,31.15,2
1.33,117.17,28.06,2
1.18,117.91,30.25,2
1.35,110.96,27.8,2
1.37,102.73,29.66,2
1.32,100.0,27.37,2
1.39,109.64,25.96,2
1.37,102.25,27.12,2
1.35,103.34,29.2,2
1.25,101.57,28.06,2
1.23,107.59,28.23,2
1.21,105.89,25.16,2
1.21,106.68,27.26,2
1.28,109.25,26.19,2
1.32,111.11,25.05,2
1.37,110.84,25.41,2
1.34,111.82,31.87,2
1.38,106.11,25.65,2
1.35,106.57,26.92,2
1.21,109.33,28.58,2
1.23,104.84,26.55,2
1.36,103.06,30.13,2
1.19,113.75,31.58,2
1.34,100.83,27.22,2
1.35,118.29,30.02,2
1.2,117.26,29.16,2
1.21,109.28,30.3,2
1.22,117.83,26.96,2
1.18,118.38,26.72,2
1.2,117.54,31.16,2
1.31,116.75,27.58,2
1.31,117.45,27.26,2
1.31,107.59,28.42,2
1.34,118.83,31.52,2
1.38,114.19,29.84,2
1.32,108.79,25.45,2
1.19,108.69,26.33,2
1.4,109.02,28.62,2
1.21,105.84,28.05,2
1.38,105.51,29.1,2
1.37,111.68,31.48,2
1.2,111.33,30.13,2
1.36,118.81,28.77,2
1.28,108.81,28.23,2
1.28,101.91,27.6,2
1.25,119.01,27.72,2
1.18,105.52,26.6,2
1.35,110.99,26.62,2
1.18,103.46,25.1,2
1.36,118.79,25.82,2
1.18,110.94,29.92,2
1.27,115.14,28.0,2
1.38,108.89,29.36,2
1.39,118.79,28.66,2
1.36,104.93,25.35,2
1.23,117.55,25.47,2
1.16,118.69,27.5,2
1.3,119.02,25.6,2
1.2,100.99,28.79,2
1.22,113.9,27.13,2
1.38,106.0,26.25,2
1.25,108.6,25.13,2
1.27,105.46,27.07,2
1.16,108.05,26.63,2
1.35,116.7,30.75,2
1.24,116.51,26.96,2
1.17,102.48,29.04,2
1.19,115.11,25.94,2
1.24,106.87,30.48,2
1.18,104.61,29.61,2
1.3,107.43,25.14,2
1.28,112.6,26.86,2
1.3,113.05,28.42,2
1.37,106.61,28.91,2
1.3,118.59,25.71,2
1.24,106.27,28.77,2
1.2,105.95,31.86,2
1.24,103.04,27.12,2
1.39,114.15,29.55,2
1.22,103.64,30.55,2
1.24,112.56,27.1,2
1.32,112.56,27.23,2
1.3,108.0,27.85,2
1.28,100.1,27.63,2
1.36,109.23,31.12,2
1.24,109.7,25.01,2
1.32,119.48,29.11,2
1.22,109.95,31.24,2
1.19,116.0,26.98,2
1.27,107.48,28.81,2
1.29,114.0,29.39,2
1.17,106.11,30.86,2
1.36,117.54,26.14,2
1.29,118.48,27.32,2
1.29,112.49,31.25,2
1.36,115.73,30.99,2
1.24,110.35,27.29,2
1.19,102.13,27.84,2
1.18,116.94,30.84,2
1.27,109.41,30.31,2
1.2,111.41,31.26,2
1.26,101.48,26.89,2
1.34,106.97,31.42,2
1.23,101.69,25.53,2
1.18,100.71,29.7,2
1.16,101.16,27.81,2
1.39,105.74,29.77,2
1.33,110.48,27.27,2
1.23,109.84,29.35,2
1.33,107.22,26.8,2
1.17,102.04,30.74,2
1.37,114.27,26.97,2
1.18,108.59,28.98,2
1.39,108.11,25.9,2
1.19,108.35,27.82,2
1.33,108.67,26.61,2
1.37,105.1,25.42,2
1.24,100.34,26.07,2
1.36,107.7,27.11,2
1.25,105.19,30.28,2
1.36,114.31,27.02,2
1.27,105.18,31.4,2
1.25,113.49,28.27,2
1.24,119.3,31.5,2
1.26,101.15,26.66,2
1.16,100.48,26.52,2
1.34,117.42,29.22,2
1.18,105.19,28.86,2
1.2,109.07,31.14,2
1.3,117.68,27.02,2
1.21,113.17,30.72,2
1.31,100.67,26.71,2
1.18,105.47,26.72,2
1.2,117.03,28.96,2
1.26,118.64,25.58,2
1.33,107.36,27.16,2
1.3,114.32,31.64,2
1.24,109.17,31.72,2
1.37,112.45,29.9,2
1.26,114.22,26.14,2
1.34,103.69,27.15,2
1.17,106.1,25.81,2
1.39,109.82,27.62,2
1.33,118.77,26.61,2
1.3,100.81,28.13,2
1.18,106.14,26.83,2
1.37,103.65,25.62,2
1.28,112.39,29.99,2
1.33,114.79,25.26,2
1.3,102.36,25.4,2
1.22,108.08,25.09,2
1.19,113.58,28.85,2
1.27,114.84,31.99,2
1.19,116.28,27.86,2
1.35,101.61,27.4,2
1.25,118.93,29.74,2
1.28,119.82,30.27,2
1.23,107.52,29.73,2
1.19,101.9,28.82,2
1.37,100.73,30.82,2
1.33,101.18,28.89,2
1.2,118.23,26.82,2
1.34,111.04,25.04,2
1.39,108.36,25.22,2
1.24,114.78,26.14,2
1.31,113.65,29.04,2
1.36,101.09,25.87,2
1.32,107.55,28.24,2
1.2,106.3,28.47,2
1.35,100.03,27.02,2
1.28,110.77,25.33,2
1.19,100.85,30.95,2
1.2,117.18,28.83,2
1.34,108.14,30.37,2
1.24,100.35,30.12,2
1.26,112.33,25.25,2
1.27,113.5,26.48,2
1.21,107.67,26.93,2
1.27,104.96,29.98,2
1.19,109.17,29.48,2
1.28,106.99,25.87,2
1.29,113.67,26.33,2
1.19,113.56,29.04,2
1.37,100.93,27.96,2
1.25,100.8,27.06,2
1.24,110.09,29.51,2
1.32,110.45,31.75,2
1.17,105.46,30.96,2
1.28,104.47,30.59,2
1.19,105.6,31.33,2
1.19,109.15,26.01,2
1.31,104.43,28.59,2
1.29,101.36,31.0,2
1.37,117.25,27.51,2
1.28,105.49,31.51,2
1.25,113.97,30.04,2
1.26,110.04,26.51,2
1.3,111.63,31.66,2
1.37,102.91,26.11,2
1.23,108.86,25.7,2
1.2,116.17,30.43,2
1.16,106.25,29.28,2
1.31,104.93,27.42,2
1.18,112.85,31.52,2
1.4,116.12,30.4,2
1.18,118.5,27.11,2
1.21,111.8,30.24,2
1.35,118.34,29.91,2
1.22,112.54,30.03,2
1.38,108.1,28.86,2
1.24,109.32,25.55,2
1.25,116.01,27.68,2
1.22,116.77,28.54,2
1.19,116.38,27.41,2
1.17,108.75,27.78,2
1.16,105.73,30.11,2
1.4,115.31,25.41,2
1.37,118.3,31.19,2
1.33,112.94,30.43,2
1.37,117.63,31.78,2
1.31,118.99,31.62,2
1.36,116.49,28.13,2
1.19,107.63,25.94,2
1.4,118.39,28.95,2
1.33,108.45,28.21,2
1.19,115.35,29.23,2
1.32,119.57,29.84,2
1.39,105.08,31.59,2
1.23,107.07,31.36,2
1.29,109.08,27.15,2
1.39,102.44,30.67,2
1.24,114.22,25.56,2
1.32,100.28,28.58,2
1.23,108.41,29.17,2
1.25,107.11,26.19,2
1.22,109.36,31.66,2
1.35,110.92,29.11,2
1.33,102.23,28.55,2
1.34,103.95,25.75,2
1.24,116.36,31.44,2
1.24,109.57,25.85,2
1.3,114.19,31.9,2
1.39,105.15,25.13,2
1.23,111.93,27.29,2
1.27,109.17,30.95,2
1.35,112.07,29.9,2
1.17,109.12,29.08,2
1.22,113.83,26.31,2
1.31,119.81,31.62,2
1.23,109.13,30.19,2
1.17,106.66,27.01,2
1.34,111.89,27.38,2
1.26,119.48,30.19,2
1.23,107.01,28.23,2
1.28,108.51,25.19,2
1.27,117.33,25.03,2
1.3,101.45,27.27,2
1.27,119.52,29.29,2
1.34,101.71,28.06,2
1.18,115.46,30.95,2
1.37,100.49,26.19,2
1.29,102.13,26.71,2
1.26,112.8,27.36,2
1.18,116.06,28.71,2
1.26,101.18,31.84,2
1.29,109.98,31.12,2
1.26,103.63,29.98,2
1.33,119.26,26.57,2
1.26,111.39,31.1,2
1.25,100.89,26.66,2
1.23,103.9,28.32,2
1.17,118.37,26.94,2
1.24,104.44,31.26,2
1.23,114.3,27.36,2
1.19,103.23,26.84,2
1.27,114.01,28.11,2
1.39,106.22,30.91,2
1.29,104.14,29.3,2
1.34,115.84,26.56,2
1.22,100.26,25.32,2
1.16,111.68,27.67,2
1.37,105.04,31.16,2
1.31,102.94,29.87,2
1.33,116.21,29.43,2
1.21,114.5,26.91,2
1.22,114.86,27.54,2
1.39,115.89,28.58,2
1.4,113.19,25.4,2
1.22,110.8,27.45,2
1.34,114.54,31.74,2
1.39,104.05,29.51,2
1.28,100.64,28.03,2
1.16,100.7,25.61,2
1.24,113.6,31.76,2
1.38,116.3,28.38,2
1.4,115.83,26.42,2
1.33,100.67,30.04,2
1.25,115.94,28.03,2
1.34,107.46,30.59,2
1.17,118.21,28.1,2
1.29,119.81,26.8,2
1.28,112.7,31.56,2
1.28,114.44,25.65,2
1.23,109.67,25.33,2
1.29,101.58,25.84,2
1.16,108.37,28.71,2
1.27,119.49,28.44,2
1.36,111.69,30.21,2
1.33,117.87,31.33,2
1.38,111.82,29.05,2
1.34,101.49,30.09,2
1.33,104.76,28.88,2
1.29,107.46,31.91,2
1.36,100.57,31.84,2
1.27,117.3,30.76,2
1.16,114.78,28.12,2
1.23,117.14,30.13,2
1.24,108.75,29.65,2
1.32,113.54,28.49,2
1.19,100.35,28.97,2
1.23,118.74,25.54,2
1.38,109.05,25.01,2
1.2,110.63,28.0,2
1.26,118.07,27.08,2
1.36,110.12,28.05,2
1.39,119.1,31.96,2
1.37,110.71,31.9,2
1.22,115.26,30.18,2
1.37,108.72,25.08,2
1.29,117.4,25.34,2
1.22,114.1,27.38,2
1.4,106.71,25.54,2
1.32,102.66,26.78,2
1.32,117.81,31.85,2
1.18,103.51,30.26,2
1.33,106.39,27.08,2
1.26,103.98,28.2,2
1.31,117.56,28.77,2
1.36,114.57,29.78,2
1.16,116.86,28.15,2
1.28,103.26,29.43,2
1.21,111.31,31.69,2
1.34,110.78,26.51,2
1.4,102.01,30.14,2
1.2,109.73,28.74,2
1.4,111.72,27.65,2
1.3,118.42,25.93,2
1.24,105.6,31.82,2
1.23,111.3,25.49,2
1.21,100.41,26.63,2
1.22,101.11,27.45,2
1.23,102.04,28.04,2
1.21,111.74,28.15,2
1.32,115.95,30.97,2
1.24,105.7,27.32,2
1.23,106.98,27.23,2
1.39,105.42,27.17,2
1.37,105.24,30.52,2
1.28,104.59,26.03,2
1.22,103.03,31.31,2
1.16,107.59,25.85,2
1.16,116.79,30.41,2
1.18,105.67,31.21,2
1.21,105.4,26.4,2
1.29,107.31,29.6,2
1.31,101.44,30.1,2
1.23,103.28,27.99,2
1.22,114.21,25.31,2
1.38,103.59,30.12,2
1.25,101.21,28.13,2
1.34,106.09,29.04,2
1.22,114.2,27.18,2
1.19,101.52,25.35,2
1.28,103.32,25.14,2
1.16,105.33,26.68,2
1.27,101.08,30.44,2
1.34,116.47,31.44,2
1.31,100.1,28.61,2
1.37,107.25,25.84,2
1.23,115.4,28.87,2
1.24,107.12,31.22,2
1.32,103.07,28.74,2
1.4,114.21,30.31,2
1.31,117.14,28.47,2
1.19,116.8,26.48,2
1.25,114.88,26.9,2
1.29,111.04,30.29,2
1.36,107.87,26.21,2
1.16,116.22,26.54,2
1.29,109.71,27.45,2
1.19,111.11,28.07,2
1.3,101.79,27.84,2
1.33,104.6,29.66,2
1.22,117.32,30.98,2
1.39,101.15,25.17,2
1.38,117.77,31.12,2
1.28,118.47,25.06,2
1.37,107.85,25.0,2
1.39,102.55,31.4,2
1.29,112.71,27.4,2
1.24,105.23,25.89,2
1.32,106.27,29.03,2
1.29,117.51,30.83,2
1.24,116.34,25.5,2
1.22,117.21,28.1,2
1.24,107.88,26.56,2
1.22,113.23,30.05,2
1.17,105.88,27.51,2
1.22,108.76,27.82,2
1.17,118.24,26.36,2
1.17,110.41,29.67,2
1.21,105.43,27.5,2
1.25,115.24,26.38,2
1.25,116.6,26.26,2
1.25,104.68,25.63,2
1.27,100.33,30.73,2
1.21,113.41,30.49,2
1.23,103.78,28.2,2
1.22,104.33,31.84,2
1.35,117.28,31.33,2
1.19,111.44,25.18,2
1.27,108.05,30.21,2
1.18,107.64,25.24,2
1.23,107.87,27.93,2
1.28,110.78,31.99,2
1.27,105.52,26.69,2
1.19,107.29,27.74,2
1.17,119.89,30.85,2
1.19,103.8,27.17,2
1.33,119.6,31.07,2
1.21,115.3,27.68,2
1.21,117.59,26.9,2
1.35,115.31,28.15,2
1.28,118.35,30.68,2
1.34,118.55,27.49,2
1.37,104.24,29.46,2
1.18,119.62,29.33,2
1.4,110.59,31.38,2
1.18,100.02,30.95,2
1.16,103.51,27.77,2
1.29,118.55,25.56,2
1.25,105.85,29.43,2
1.32,110.22,31.21,2
1.3,116.33,29.64,2
1.28,101.53,28.81,2
1.37,104.45,31.42,2
1.23,105.34,25.29,2
1.19,106.79,26.08,2
1.25,103.72,27.78,2
1.33,117.28,29.44,2
1.17,112.01,30.23,2
1.4,100.44,25.81,2
1.18,113.64,29.58,2
1.38,112.24,29.27,2
1.33,106.47,29.46,2
1.29,118.64,27.3,2
1.38,106.36,29.22,2
1.21,113.41,31.54,2
1.37,102.05,29.77,2
1.18,113.34,29.41,2
1.29,118.66,26.51,2
1.39,117.56,26.25,2
1.19,109.47,27.72,2
1.27,113.31,29.99,2
1.37,113.12,30.05,2
1.39,113.19,27.31,2
1.34,101.72,28.44,2
1.21,108.03,27.02,2
1.21,100.56,25.59,2
1.33,119.84,29.27,2
1.37,111.94,27.4,2
1.35,109.27,25.52,2
1.33,114.25,29.78,2
1.29,109.12,29.74,2
1.37,103.12,26.08,2
1.22,110.83,28.01,2
1.24,104.34,30.28,2
1.39,107.68,27.39,2
1.32,110.62,26.77,2
1.21,110.7,30.87,2
1.32,113.66,30.4,2
1.35,109.93,25.38,2
1.17,106.37,29.03,2
1.36,113.99,29.35,2
1.34,105.89,27.58,2
1.31,109.92,31.58,2
1.21,119.3,28.45,2
1.39,100.13,26.65,2
1.24,109.39,26.68,2
1.37,102.89,30.08,2
1.39,118.15,30.25,2
1.26,108.84,29.66,2
1.23,104.16,28.2,2
1.18,103.17,26.73,2
1.24,102.35,25.97,2
1.34,103.85,25.59,2
1.36,118.35,28.08,2
1.36,107.35,25.53,2
1.35,115.69,26.18,2
1.25,116.57,25.63,2
1.25,106.67,27.81,2
1.37,102.84,26.45,2
1.32,108.16,31.39,2
1.18,101.51,25.54,2
1.29,113.31,26.62,2
1.27,109.96,31.19,2
1.19,104.67,30.23,2
1.25,104.41,31.37,2
1.24,119.28,31.32,2
1.22,109.54,31.03,2
1.25,103.38,27.13,2
1.27,104.5,31.72,2
1.17,114.92,29.43,2
1.28,114.46,26.84,2
1.4,102.92,25.91,2
1.28,115.15,27.82,2
1.19,103.06,26.45,2
1.26,117.18,29.21,2
1.19,116.08,30.57,2
1.22,107.06,30.34,2
1.17,105.79,27.25,2
1.35,106.64,29.65,2
1.36,109.52,28.41,2
1.29,117.0,25.37,2
1.18,113.43,26.86,2
1.33,117.09,25.57,2
1.39,113.48,30.76,2
1.19,117.07,27.53,2
1.29,115.62,29.57,2
1.17,116.02,28.05,2
1.24,103.83,29.84,2
1.38,115.74,26.66,2
1.2,110.85,25.5,2
1.26,119.33,28.55,2
1.21,109.19,27.62,2
1.26,115.59,26.9,2
1.29,102.97,26.42,2
1.34,119.92,31.25,2
1.32,117.07,31.92,2
1.28,105.12,30.41,2
1.28,112.76,26.5,2
1.2,112.75,28.04,2
1.35,112.62,30.02,2
1.22,102.82,31.99,2
1.31,115.69,28.29,2
1.34,117.13,29.38,2
1.29,113.82,28.02,2
1.27,104.65,26.03,2
1.17,109.28,28.09,2
1.18,105.35,25.2,2
1.21,106.99,31.96,2
1.36,117.88,31.65,2
1.31,106.2,27.63,2
1.22,105.46,29.14,2
1.18,102.8,29.84,2
1.26,108.63,25.5,2
1.38,119.39,29.83,2
1.18,117.21,29.54,2
1.17,118.79,31.79,2
1.22,100.82,31.38,2
1.27,103.71,28.96,2
1.39,104.04,27.09,2
1.18,118.91,26.06,2
1.28,109.66,31.7,2
1.17,115.43,29.1,2
1.31,112.27,31.88,2
1.31,108.32,30.08,2
1.21,110.57,31.83,2
1.27,107.46,26.44,2
1.27,112.79,28.95,2
1.38,108.85,25.55,2
1.28,104.79,28.41,2
1.31,104.05,30.26,2
1.24,113.15,30.44,2
1.31,104.67,25.07,2
1.38,114.62,30.31,2
1.17,112.8,28.9,2
1.38,119.93,25.26,2
1.27,108.23,28.62,2
1.33,118.85,31.84,2
1.24,116.68,29.2,2
1.19,108.66,28.55,2
1.28,114.0,30.9,2
1.2,101.03,26.36,2
1.22,104.37,28.73,2
1.18,116.86,27.52,2
1.34,114.71,25.45,2
1.16,106.87,25.98,2
1.35,107.36,31.28,2
1.38,102.94,29.36,2
1.24,104.57,26.07,2
1.24,102.12,28.31,2
1.23,116.18,30.5,2
1.17,104.92,28.55,2
1.26,106.34,31.97,2
1.38,113.59,28.98,2
1.34,119.48,30.79,2
1.28,102.42,30.43,2
1.19,114.78,27.39,2
1.32,112.04,27.11,2
1.33,103.79,25.78,2
1.26,116.85,25.5,2
1.22,100.55,27.57,2
1.33,114.46,31.4,2
1.16,112.68,27.15,2
1.27,111.43,31.16,2
1.23,108.87,29.43,2
1.31,100.76,28.04,2
1.22,112.31,27.32,2
1.36,118.06,26.52,2
1.27,110.96,26.86,2
1.38,104.4,31.08,2
1.31,104.17,27.91,2
1.23,119.39,30.7,2
1.22,111.16,30.96,2
1.4,117.77,31.52,2
1.31,101.62,27.43,2
1.29,117.35,28.23,2
1.33,116.02,25.28,2
1.31,117.79,31.75,2
1.31,119.62,30.58,2
1.35,106.34,27.95,2
1.3,104.89,29.03,2
1.36,113.65,30.01,2
1.21,113.84,31.88,2
1.23,108.11,28.18,2
1.34,111.68,28.69,2
1.19,100.79,31.45,2
1.2,106.87,29.51,2
1.24,100.33,30.87,2
1.21,100.19,29.84,2
1.23,114.3,31.16,2
1.26,107.68,26.47,2
1.36,102.85,28.21,2
1.36,102.31,30.68,2
1.38,107.36,26.11,2
1.18,111.68,28.65,2
1.33,108.06,25.52,2
1.24,114.24,31.73,2
1.16,101.62,26.17,2
1.36,100.32,25.8,2
1.21,111.28,25.63,2
1.39,111.47,27.12,2
1.16,101.65,26.46,2
1.18,117.17,30.48,2
1.35,108.02,26.45,2
1.32,107.35,29.51,2
1.17,119.84,28.5,2
1.19,107.54,29.7,2
1.3,110.77,30.83,2
1.19,114.2,25.48,2
1.19,106.68,31.16,2
1.38,102.78,30.2,2
1.2,105.62,25.86,2
1.2,103.25,28.09,2
1.28,115.78,26.62,2
1.39,107.82,25.69,2
1.23,113.29,27.32,2
1.3,107.33,29.92,2
1.16,113.87,31.68,2
1.2,115.99,30.03,2
1.39,116.88,29.57,2
1.37,100.23,28.81,2
1.32,110.16,29.76,2
1.4,100.99,28.62,2
1.17,101.36,31.07,2
1.38,115.71,26.72,2
1.4,113.65,28.71,2
1.38,117.6,26.73,2
1.22,102.5,28.36,2
1.21,104.49,28.18,2
1.27,107.6,25.21,2
1.3,118.6,26.38,2
1.37,107.46,27.58,2
1.31,115.47,26.65,2
1.24,118.37,31.26,2
1.36,113.97,30.42,2
1.31,110.38,25.81,2
1.26,111.89,29.21,2
1.31,105.64,29.1,2
1.3,113.2,29.31,2
1.39,101.31,27.96,2
1.19,108.9,29.09,2
1.28,114.44,30.57,2
1.37,100.29,29.34,2
1.34,117.22,29.19,2
1.22,108.07,26.27,2
1.21,107.69,26.84,2
1.17,118.48,26.25,2
1.25,115.85,29.06,2
1.36,106.92,30.47,2
1.33,112.99,28.32,2
1.26,107.47,25.22,2
1.24,111.08,27.25,2
1.23,105.85,30.09,2
1.33,105.81,26.75,2
1.35,116.87,28.34,2
1.38,107.17,25.4,2
1.35,110.98,29.53,2
1.31,106.4,25.2,2
1.35,117.49,30.37,2
1.29,105.73,29.61,2
1.29,105.14,27.11,2
1.34,104.54,25.69,2
1.25,112.41,30.84,2
1.33,118.28,29.65,2
1.35,102.26,31.37,2
1.25,109.12,29.86,2
1.25,108.56,27.77,2
1.18,104.24,30.39,2
1.17,112.22,31.23,2
1.4,114.32,31.13,2
1.33,102.83,29.79,2
1.21,116.78,31.18,2
1.37,116.1,28.58,2
1.16,109.9,29.93,2
1.3,102.3,29.08,2
1.27,109.98,26.79,2
1.18,113.11,28.62,2
1.39,104.97,25.61,2
1.27,103.66,28.0,2
1.34,102.13,31.5,2
1.16,118.36,29.13,2
1.33,102.03,28.11,2
1.26,115.53,30.59,2
1.29,110.49,29.28,2
1.33,104.42,31.78,2
1.25,100.27,26.96,2
1.31,115.87,31.54,2
1.17,102.56,31.45,2
1.3,105.96,30.1,2
1.34,104.41,26.99,2
1.29,115.12,27.4,2
1.22,104.53,26.88,2
1.35,105.76,27.7,2
1.4,109.09,27.45,2
1.24,101.31,29.59,2
1.27,113.35,25.37,2
1.35,106.57,29.26,2
1.31,110.54,30.42,2
1.2,106.39,29.88,2
1.19,106.44,28.48,2
1.17,107.64,25.14,2
1.35,109.06,30.24,2
1.21,119.9,27.33,2
1.17,100.39,31.63,2
1.18,106.81,28.81,2
1.38,111.07,30.2,2
1.36,107.71,30.12,2
1.34,108.07,25.88,2
1.18,103.74,26.37,2
1.18,103.48,30.49,2
1.28,115.15,27.75,2
1.25,101.53,26.25,2
1.28,116.58,29.8,2
1.3,100.08,25.45,2
1.18,104.35,25.57,2
1.24,114.23,25.38,2
1.37,117.1,28.14,2
1.21,100.24,31.94,2
1.32,116.21,25.05,2
1.23,117.68,25.45,2
1.26,104.41,27.92,2
1.36,102.61,25.96,2
1.36,101.9,25.99,2
1.35,110.03,25.2,2
1.35,104.85,27.72,2
1.32,117.88,26.56,2
1.31,103.75,26.77,2
1.25,103.17,27.34,2
1.17,109.83,28.92,2
1.38,109.27,25.25,2
1.35,101.36,31.07,2
1.23,116.46,25.95,2
1.38,116.27,29.43,2
1.21,106.24,28.12,2
1.28,107.35,30.02,2
1.33,118.7,31.03,2
1.28,106.64,26.9,2
1.23,116.69,31.49,2
1.27,105.03,25.84,2
1.16,110.39,28.92,2
1.32,109.32,25.55,2
1.22,108.14,26.75,2
1.19,114.39,25.34,2
1.31,105.83,27.64,2
1.35,113.64,28.0,2
1.21,104.92,31.25,2
1.22,103.58,25.35,2
1.2,102.98,31.29,2
1.38,105.7,29.76,2
1.22,117.76,30.79,2
1.2,118.33,30.54,2
1.35,117.17,25.19,2
1.2,101.79,29.94,2
1.29,112.98,31.0,2
1.3,108.15,27.8,2
1.24,106.35,25.33,2
1.22,116.29,30.76,2
1.29,103.03,27.1,2
1.32,108.51,31.94,2
1.2,108.59,27.94,2
1.29,109.32,29.94,2
1.3,100.33,28.1,2
1.35,103.67,31.61,2
1.4,110.93,27.81,2
1.27,116.94,25.5,2
1.36,105.4,26.47,2
1.31,104.16,30.96,2
1.23,114.18,30.31,2
1.37,118.09,31.35,2
1.28,106.24,27.21,2
1.37,114.89,28.75,2
1.28,109.25,25.35,2
1.36,112.25,25.4,2
1.2,117.2,30.18,2
1.26,100.8,25.07,2
1.25,108.25,27.65,2
1.2,109.18,28.09,2
1.37,116.9,25.26,2
1.23,112.99,27.99,2
1.31,116.58,25.07,2
1.39,119.31,26.89,2
1.31,100.01,25.35,2
1.3,117.79,30.38,2
1.23,100.5,25.98,2
1.33,115.84,25.63,2
1.16,106.03,26.13,2
1.3,107.86,25.23,2
1.38,118.37,27.01,2
1.34,113.42,27.39,2
1.33,106.07,26.05,2
1.39,108.78,25.68,2
1.39,102.17,26.64,2
1.21,119.51,31.88,2
1.22,113.21,25.85,2
1.19,101.23,25.79,2
1.39,107.53,29.83,2
1.25,102.56,29.33,2
1.17,108.66,28.97,2
1.26,115.72,26.61,2
1.36,105.47,29.58,2
1.25,106.37,29.87,2
1.31,114.75,27.02,2
1.18,114.82,26.06,2
1.23,119.43,31.09,2
1.39,107.17,28.59,2
1.39,102.24,26.5,2
1.31,119.21,27.35,2
1.39,115.38,29.36,2
1.18,111.26,26.84,2
1.23,113.35,30.34,2
1.32,107.06,31.28,2
1.22,117.54,26.89,2
1.3,115.76,28.14,2
1.33,116.82,31.35,2
1.31,115.08,26.57,2
